product_id,product_name,aisle_id,department_id
3137,Rich Chocolate Nutritional Drink,65,11
3138,Extra Strength Pain Relief Acetaminophen Caplets,133,11
3139,Probiotic Bio Kdz Vanilla,70,11
3140,Organic Peach Blossom White Tea,94,7
3141,Vitamin E 400 IU,47,11
3142,Organic Short Grain Brown Rice,63,9
3143,Organic Seaweed Black Sesame Super Seed Crackers,78,19
3144,Brown Sugar Whipped Cream,108,16
3145,Plain Sweet Potato Chips,107,19
3146,Sliced Sesame Bagels,93,3
3147,Canning Jar Set,10,17
3148,Ready Wipe Flushable Wipes,54,17
3149,Meritage Wine,28,5
3150,Frizz Ease Original Formula Medium To Coarse Frizzy Hair Serum,22,11
3151,Super Tea Power Greens,94,7
3152,Mixed Berry Juice Drink,98,7
3153,Crushed Tomato,81,15
3154,Bac-Os Bacon Flavor Bits,89,13
3155,Foaming Scrub Pink Grapefruit Oil-Free Acne Wash,73,11
3156,Organic Bancha Hojicha Green Tea,94,7
3157,Grilled Tender Beef & Liver Feast in Gravy Cat Food,41,8
3158,Oinkies Pig Skin Twists,40,8
3159,Super Plus Unscented Tampons,126,11
3160,Ultra Glued Invincible Styling Gel,22,11
3161,Flake Style Imitation Crab,15,12
3162,Organic Acacia Fiber,70,11
3163,Natural Calm Anti-Stress Drink,6,2
3164,100% Juice No Added Sugar Orange Tangerine,98,7
3165,Sea Salt Toffee 31% Cacao Milk Chocolate Bar,45,19
3166,Organic Vanilla Nonfat Yogurt,120,16
3167,Creamy Supreme Frosting Chocolate,97,13
3168,Glide Original Floss,20,11
3169,Brown & Serve Original Breakfast Sausage Links,52,1
3170,Humectress Restoring Conditioner,22,11
3171,Beef Raviolis Pasta in Meat Sauce,59,15
3172,Organic California Veggie Burger,42,1
3173,Bleu Cheese Salad Dressing and Dip,89,13
3174,Sprouted Tofu Plus Organic Super Firm,14,20
3175,Orange Scent Triple Action Dish Liquid & Hand Soap,114,17
3176,5 Meaty Flavors Variety Dog Snacks,40,8
3177,Thick Spaghetti Pasta,131,9
3178,"Healthy Trinity, 3 in 1, Capsules",70,11
3179,Sugar Free Cherry Low Calorie Gelatin Snacks,71,16
3180,Ultra Thin Crust Ultimate Combo Pizza,79,1
3181,"Juice Cocktail, Cranberry Blood Orange",98,7
3182,Soft & Crunchy Brown Rice Cracker Seaweed Roll,66,6
3183,Casual White Napkins,54,17
3184,Deli Fresh Smoked Ham,96,20
3185,Shea & Cocoa Butter Baby Lotion,102,18
3186,1893 Original Can,77,7
3187,VIA Instant House Blend Instant Coffee,26,7
3188,Chayote,83,4
3189,Caramel Lovers Variety Candy Bars,45,19
3190,Extra Crispy Seasoned Crinkles,129,1
3191,Mocha Iced Coffee,26,7
3192,Lean Ground Beef,122,12
3193,Free & Clear Liquid,75,17
3194,Coffee Chocolate Chunk Greek Nonfat Yogurt & Cinnamon Crisps Dippers,100,21
3195,Kit Kat Minis White Pouch,45,19
3196,Healthy Volume Shampoo,22,11
3197,All Natural Basil,104,13
3198,Pumpkin Spice Latte Iced Coffee Pure Cold Brew Coffee With Almondmilk,26,7
3199,Confetti Sparkling Sugar,97,13
3200,Mint Coconut 3 In 1 Wash,25,11
3201,Candle Blue Odyssey,101,17
3202,The Original Maraschino Cherries,123,4
3203,ProActive Health Adult Small Dog Biscuit Treats,40,8
3204,Ignatia Amara 30 C,47,11
3205,Original Pure Chocolate Whippet Cookies,61,19
3206,Organic Chewy Granola & Seed,3,19
3207,Simply 100 Crunch Strawberry Chocolate Truffle Non-Fat Greek Yogurt,120,16
3208,24 Hour Protection Sweet Pea & Violet Invisible Solid,80,11
3209,Itches & Rashes,118,11
3210,Blended Plain Yogurt,120,16
3211,Synergy Organic & Raw Green Chia Kombucha,31,7
3212,"Vinegar, Red Wine",19,13
3213,Spicy Black Bean & Kale Organic Soup,69,15
3214,Original Granola Cereal,121,14
3215,Coastal Pinot Noir,28,5
3216,Reduced Fat Shredded Mexican Four Cheese Blend,21,16
3217,Organic Oven Toasted Oats Old Fashioned,130,14
3218,Low Fat Marinara Sauce,9,9
3219,Himalania Fine Pink Salt Glass Jar,104,13
3220,Red Sugar Decorating Decors,97,13
3221,Lactose Free Vanilla Ice Cream,37,1
3222,Organic Pickled Beets,110,13
3223,Garden Veggie Chips Sour Cream & Onion,107,19
3224,Lavender Chamomile Body Wash,25,11
3225,Risin' Raisin Ancient Grains Cereal,121,14
3226,Unsalted Smooth All Natural Peanut Butter,88,13
3227,Avocado Slicer,100,21
3228,Szechuan,66,6
3229,Rich & Hearty Chicken Corn Chowder Flavored with Bacon Soup,69,15
3230,Rich & Creamy Plain Yogurt,120,16
3231,Steamfresh Edamame Pods Frozen Vegetables,116,1
3232,Fabric Softener Sheets Clean Breeze,75,17
3233,"Organic Turkey with Rosemary, Sage & Thyme Bone Broth",69,15
3234,Microwaveable Mac And Cheese Real Cheddar Cheese,4,9
3235,Sriracha Flavor Tortilla Chips,107,19
3236,Lemon Poppy Seed Muffins,117,19
3237,Watercress,83,4
3238,Chili Ready Diced Tomatoes,81,15
3239,Ultra Liner Waterproof Liquid Eyeliner - 301 Black,132,11
3240,Lactose Free Tofu Vegetable Frozen Lasagna,42,1
3241,Greek Dressing,89,13
3242,Mini Baking Cups,111,17
3243,Red Onions,83,4
3244,Grilled Liver & Chicken Feast in Gravy Cat Food,41,8
3245,Organic Stage 2 Apple Oatmeal With Cinnamon Baby Food,92,18
3246,Organic Sweet Cream Honey Yogurt,120,16
3247,Vegan Minestrone & Pasta Soup,69,15
3248,Breakfast Burrito With Potatoes Jack & Cheddar Cheese & Meatless Chorizo,13,20
3249,Medium Thick and Chunky Fiesta Salsa,51,13
3250,3rd Foods Garden Vegetables & Beef,92,18
3251,Mild Cheddar Macaroni & Cheese,4,9
3252,Medium Green Chile Enchilada Sauce,30,6
3253,Mango Berry Seltzer,115,7
3254,Overnight Maxi Wrapped,126,11
3255,Chicken Tikka Masala Samosas with Cilantro Chutney,38,1
3256,Super Moist Lemon Cake Mix,105,13
3257,Granola Pumpkin Spice Mix,57,14
3258,Bar Pistachio Gelato Bar,37,1
3259,Montreal Steak Seasoning,104,13
3260,Chips Ahoy!/Nutter Butter/Oreo Cookies,61,19
3261,Caffeine Free Roastaroma Herbal Tea,94,7
3262,French Style Fresh Cut Green Beans,81,15
3263,Stress Relief Lavender Body Wash,127,11
3264,"Muesli, Bircher (Unsweetened)",57,14
3265,Mini Seedless Watermelon Pack,32,4
3266,Organic Rainbow Chard Bunch,83,4
3267,"Diet Root Beer, No Caffeine",77,7
3268,Dish Soap Simply Citrus,74,17
3269,Santa Cruz OG Blackberry Pom Fruit Spread,88,13
3270,Chocolate Hazelnut Snack Pack,71,16
3271,Bar-B-Q Jumbo Sunflower Seeds Roasted & Salted,117,19
3272,"Pancake Batter, Original",52,1
3273,Home Menu Orange Chicken,38,1
3274,Black Tea Pyramids,94,7
3275,Mozzarella Log,21,16
3276,Infusions Ultra DownyÂ® Infusionsâ„¢ Lavender Serenityâ„¢ Fabric Softener Sheets 90 count Fabric Enhancers,75,17
3277,Overnight Diapers Sleepy Sheep Size 4,56,18
3278,Primadophilus For Children,6,2
3279,Spinach Ricotta Ravioli,38,1
3280,Extra Firm Silken Tofu,14,20
3281,Russet Potatoes Bag,83,4
3282,Chips Ahoy! Original Chocolate Chip Cookies,61,19
3283,Peanut Butter Creme Cookies,61,19
3284,Regular Relaxer Kit,22,11
3285,Strawberry Squeeze Fruit Spread,88,13
3286,"9\"" OvenFresh Pie Plate",97,13
3287,Security Super Plus Tampons,126,11
3288,Souper Meal Chicken Ramen Noodles,4,9
3289,Organic Worcestershire Sauce,72,13
3290,Indian Coconut Curry Simmer Sauce,76,6
3291,Gluten Free Chocolate Chip Quinoa Cookies,61,19
3292,HE Turbo Clean Plus Febreze Freshness Spring and Renewal Scent Liquid Laundry Detergent,75,17
3293,Seasoned & Cooked Pulled White Meat Chicken with Jack Daniel's Barbeque Sauce,49,12
3294,Mushroom Alfredo Sauce,9,9
3295,Organic Mother's Milk Herbal Tea,94,7
3296,Nonfat Vanilla Fudge Swirl Frozen Yogurt,37,1
3297,Salsa Del Rio Medium Green Salsa,51,13
3298,Mozzarella String Cheese,21,16
3299,Red Velvet Cake,8,3
3300,Mega Hold Sculpting Gel,22,11
3301,Simply Traditional Pasta Sauce,9,9
3302,Glazed Ham,96,20
3303,Organic Mojo Berry Soda Single,77,7
3304,"6\"" Apple Pie",8,3
3305,Turkey Cranberr Sage Bone Broth,69,15
3306,Mrs. Grass Soup Mix Homestyle Vegetable Chicken Noodle,69,15
3307,Maple Flavored Sausage Patties,42,1
3308,Original English Muffins,93,3
3309,Challah Bread Loaf,112,3
3310,Hamburger Seasoning,104,13
3311,Naproxen Sodium Liquid Gels,133,11
3312,Deluxe Pistachio Mix Mixed Nuts,117,19
3313,Old Fashioned Hot Dog Buns,43,3
3314,Chicken Teriyaki,38,1
3315,7 Whole Grain Flakes Cereal,121,14
3316,Red Velvet Pastry Crisps,48,14
3317,Chicken Carbonera Pizza,79,1
3318,Cinnamon Swirl Raisin Bread,112,3
3319,Whole Cranberries,116,1
3320,Acne Solutions Maximum Strength Spot Treatment Cream,73,11
3321,Vanilla ... Ahhh Frozen Coconut Dessert,37,1
3322,Liquid Stevia,17,13
3323,Classic Catalina Dressing & Dip,89,13
3324,Diablo Cabernet,28,5
3325,Clean Linen Concentrated Splash-less Liquid Bleach,75,17
3326,"Chocolate Candies, Peanut",45,19
3327,Original Toasted Wheat Germ,17,13
3328,Mini Glue Pen,87,17
3329,Raspberry Mango Passion Fruit Jam,88,13
3330,White Cheddar Snack Crackers Cheddar Bunnies,78,19
3331,Organic Ginger Ale,100,21
3332,Matzo Ball & Soup Mix,33,6
3333,100% Natural Coconut Water,98,7
3334,Fruit Juicy Red Juice Drink,98,7
3335,Organic Dark Chocolate,45,19
3336,Fruit & Almond Butter Blueberry Cinnamon Walnut,88,13
3337,Moist Supreme Strawberry Cake Mix,105,13
3338,Rising Crust 5 Cheese Pizza,79,1
3339,Organic Russet Potato Bag,123,4
3340,Amaretto Cafe Coffee Creamer,53,16
3341,Porcini Mushroom And Truffle Triangles,12,9
3342,Happy Hips Dog Food Duck & Sweet Potato Stew,40,8
3343,Toasted Wheat Germ,121,14
3344,Balsamic Vinaigrette Enhanced With Omega 3,89,13
3345,Natural Herb Cough Drops,11,11
3346,Cashew Chocolate Milk,91,16
3347,Dairy Free 5X Protein Almond Plus Vanilla Almond Milk,91,16
3348,Tuscan Tomato And Basil Bisque,69,15
3349,Naturals White Cheddar Cheese Multigrain Cheese Puffs,107,19
3350,Black Licorice Nibs,45,19
3351,Fiesta Mix Snacks,107,19
3352,Stage 1 Apple Spinach Rutabagas Organic Pureed Baby Food,92,18
3353,Sweet Orange Rice Cake,8,3
3354,Louisana Hot Sauce,72,13
3355,Goldfish 9ct Wg Cheddar,2,16
3356,Gluten Free Almond Horn Cookie,8,3
3357,Nutrish Zero Grain Salmon And Sweet Potato Dog Food,100,21
3358,"Rising Crust Supreme (Sausage, Pepperoni, Red Peppers, Green Peppers, Onions, Black Olives) Frozen Pizza",79,1
3359,Chocolate Chip Pancakes,52,1
3360,Delicatessen Style Mustard,72,13
3361,General Purpose Mini Hooks,87,17
3362,Strawberry Cheesecake Protein Bar,3,19
3363,Tuna Fillets In Garlic Olive Oil,95,15
3364,Extra Strength Pain Cream,133,11
3365,Salted Caramel Sweet & Simple Cookies,61,19
3366,"Soup Mix, Sausage & Lentil, Indiana Harvest",63,9
3367,Peppermint Mint Roll,46,19
3368,Fat Free Mini Pretzel Thins,107,19
3369,"Pinot Noir, Vin de Pays d'Oc, 2006",28,5
3370,All Natural Gluten Free All Purpose Baking Mix,105,13
3371,Fruit Smoothies SPF 15 Lip Protectant,73,11
3372,"Original Unsweetened Coconut, Almond, and Chia Drink",91,16
3373,Extra Strong Multipurpose Large Drawstring Bags,60,17
3374,Sweet Potato,78,19
3375,UltratabÂ® Tablets Allergy,11,11
3376,Organic Whole Kernel Sweet Corn No Salt Added,81,15
3377,Mostaccioli Pasta,131,9
3378,"Rescue Remedy for Pets, Dropper",40,8
3379,Complete Fresh Scent Dish Detergent Action Pacs,100,21
3380,Premium Dog Food Turkey & Chicken Formula,40,8
3381,Vegetarian Baked Beans,59,15
3382,Organic Eggplant,83,4
3383,Spinach Pancakes,52,1
3384,All Natural Crispy with Panko Breading & Sea Salt Onion Rings,129,1
3385,Super Firm Tofu,14,20
3386,"Coldpuree Organic Stage 2 Apple, Sweet Potato, Pineapple and Oat Baby Food",100,21
3387,Organic Flying Insect Killer Spray,87,17
3388,Organic Protein Shake French Vanilla,65,11
3389,Diet Dr.Pepper Soda Pack,77,7
3390,Papaya,24,4
3391,Invigorating Clean Rosemary + Mint Shampoo,22,11
3392,Rainbow Peppercorns,23,19
3393,Apple Cheese Pretzel,123,4
3394,Multicolor Chanukah Candles,101,17
3395,Dark Chocolate 72% Cacao,45,19
3396,Shells No 50 Pasta,131,9
3397,Organic Lightly Salted Sea Salt Thin & Crispy Restaurant Style Tortilla Chips,107,19
3398,Dark Chocolate with Whole Hazelnuts,45,19
3399,Pain Relief Tablets,133,11
3400,Flip Pumpkin Harvest Crisp Lowfat Greek Yogurt,120,16
3401,Blueberry Cinnamon Bread,8,3
3402,Tofette,131,9
3403,Half Caff K Cup,26,7
3404,Real Cream of Coconut,99,15
3405,Mushroom Spinach & Salsa Tamales With 2 Cheeses,13,20
3406,Coconuts For Caramel,37,1
3407,Reddi Wip Fat Free Whip Cream,53,16
3408,Shiitake Mushrooms Rice Noodle Soup Bowl,66,6
3409,Total Raisin Bran Cereal,121,14
3410,Low Fat Balsamic Vinaigrette Sauce and Marinade,89,13
3411,Peanut Caramel Candy Bars,45,19
3412,Original Thick & Smooth Hot Taco Sauce,72,13
3413,Fudge Bars,37,1
3414,VIA Instant White Chocolate Mocha,26,7
3415,Arouses & Intensifies Personal Lubricant,6,2
3416,Scented Oil Life Scents Paradise Retreat,101,17
3417,Chocolate Creme Cookies,61,19
3418,3D White Luxe Glamorous White Multi-Care Whitening Fresh Mint Flavor Mouthwash,20,11
3419,Sausage & Mushroom Pizza,79,1
3420,Raw Jack Style Cheese,21,16
3421,Quark Peach,120,16
3422,Grilled Sesame Beef & Broccoli Meal,100,21
3423,Friskies Savory Shreds Cat Food Variety Pack,41,8
3424,Pretzel Toffee Twirl Dark Chocolate,45,19
3425,Classic Blend Medium Roast Ground Coffee,26,7
3426,Organic Better Rest Tea Blend,94,7
3427,All Natural Seasoning Kick'N Chicken,5,13
3428,Skillet Meals For 2 Chicken Biryani,38,1
3429,Still Artesian Water,115,7
3430,Doubleshot Coffee & Protein Beverage Vanilla Bean,26,7
3431,Squeezed Lemonade,64,7
3432,Plastic Coated Freezer Paper,85,17
3433,Sensitivity Ultra Thin Premium Lubricant Condoms,6,2
3434,Coffee Mate Natural Bliss Sweet Creme Coffee Creamer,53,16
3435,Bodegas,134,5
3436,Egg Substitute,86,16
3437,Melatonin Chewable Lozenges 3 Mg,6,2
3438,Mild Banana Fresh Pack Pepper Rings,110,13
3439,"Thick Sliced Canadian, Bacon Natural Hickory Smoked",106,12
3440,Lemon Cayenne Caffeine Kick,100,21
3441,Starlight Mints,46,19
3442,Spectacular Ginger Beer,77,7
3443,"Pardina!, Lentils",63,9
3444,Grape Jammers,123,4
3445,Lemon Pepper Seasoning,104,13
3446,French Roast K Cup,100,21
3447,Vegetarian Chili with Beans,59,15
3448,Sweet Chili Chicken,34,1
3449,Moisturizing Shampoo Unscented,22,11
3450,Classic Cheddar Cheese Chickpea Pasta Mac and Cheese,100,21
3451,Double Garlic Ginger and Lime Marinade,5,13
3452,Southern Butter Pecan Gourmet Coffee Creamer,53,16
3453,Dirty Chai Tea With Espresso,94,7
3454,Panko Italian Style Crispy Bread Crumbs,5,13
3455,Simply Homemade Cornbread Baking Mix,17,13
3456,Organic Black Bean Lower Sodium Soup,69,15
3457,Swedish Style Non-Fat Drinkable Yogurt Plain,120,16
3458,Flip Greek Yogurt Tropical Escape,120,16
3459,Guacamole Dips,67,20
3460,50/50 Hydrating-Calming Balanced Conditioner,22,11
3461,Organic Mendocino Cabernet Sauvignon,28,5
3462,Animals Crackers Cookies,61,19
3463,Twist 'n Loc Medium Round Containers + Lids,85,17
3464,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",83,4
3465,Luau Barbeque Potato Chips,107,19
3466,70% Dark Chocolate With Orange Bar,45,19
3467,Odor Protector 13 Gallon Tall Kitchen Drawstring Bags,60,17
3468,Hearty Cheeseburger Soup,69,15
3469,Organic Vegetarian Mild Refried Beans With Green Chiles,59,15
3470,Newtons Triple Berry Fruit Chewy Cookies,61,19
3471,Ultra Soft & Strong Bathroom Tissue,54,17
3472,Salted Caramel Decadent Brownie Mix,105,13
3473,Clementine Dish Soap,74,17
3474,Shredded Beef Taquitos,129,1
3475,Cascara Sagrada Aged Bark Capsules,70,11
3476,Authentic French Sliced Brioche,112,3
3477,"Fruit & Veggie 1,2,3",121,14
3478,"Designer Paper Plates, 10.25\""",111,17
3479,Classic Whipped Cream,53,16
3480,Organic Sweet Corn,116,1
3481,Pineapple,24,4
3482,Organic Italian Volcano Lemon Juice,98,7
3483,Peach Lemonade,98,7
3484,Ham And Cheese Style Pocket,42,1
3485,Berry Shot Dietary Supplement,64,7
3486,Cinnamon Graham Crackers,78,19
3487,Yum Yum Dophilus Natural Raspberry Chewables,70,11
3488,Cherry Blintzes Filled Crepes 6 ct,129,1
3489,Lemon Squeezer,10,17
3490,Organic 100% Durum Semolina Penne Rigate,131,9
3491,Everyday Shea Lavender Bubble Bath,102,18
3492,Prime Cuts in Gravy Beef & Lamb Variety Pack Wet Dog Food,40,8
3493,Baby Red Potatoes,83,4
3494,Matcha Powder,94,7
3495,Creamy Caramel Filled Hard Candies,45,19
3496,Pepperoni Ultra Thin Crust Pizza,79,1
3497,"Grape Wine, Delicious Red",28,5
3498,Cheesy Mix Variety Snack Pack,100,21
3499,Peach Citrus Soda,77,7
3500,Organic Frozen Concentrate Lemonade,113,1
3501,Andouille Smoked Pork Sausage,106,12
3502,Lavender Toilet Bowl Cleanser,114,17
3503,Gentle Glide 360Â° Fresh Scent Regular/Super Absorbency Multi-Pack Tampons,126,11
3504,Basil Chili Rice,66,6
3505,Special K Red Berries Cereal Bars,48,14
3506,Organic Melange Peppercorn,104,13
3507,Cheddar Cheese Stuffed Jalapenos Poppers,129,1
3508,Lime Air Neutralizer,101,17
3509,Dark Chocolate Coconut Bites,3,19
3510,Swedish Oatmeal Pancakes,130,14
3511,VILLAGE HRTH 15OZ 8CT SESAME BUNS,43,3
3512,Black Beans Reduced Sodium,59,15
3513,Organic Blueberry,24,4
3514,Tomato Sauce No Salt Added,81,15
3515,Disinfecting Wipes Lemon,114,17
3516,Sushi Spicy Tuna Roll Ready To Eat,13,20
3517,Apple Fruit Filling & Topping,17,13
3518,Dusters Cleaner Refills Unscented,114,17
3519,100% Orange Juice No Pulp,31,7
3520,Organic Vegan Caesar Salad Dressing,89,13
3521,Cool Watermelon 2-In-1 Shampoo,102,18
3522,Signature Recipes Fire Roasted Tomato & Garlic Pasta Sauce,9,9
3523,"Dark Chocolate, Firecracker, 60% Cacao",45,19
3524,Organic Chunky Style Crushed Tomatoes,81,15
3525,"Organic Icelandic, Nonfat, Blueberry Yogurt",120,16
3526,Coconut Pineapple Sparkling Water,98,7
3527,Sorbet Pops Banana Coconut,37,1
3528,Chicken Tamales,38,1
3529,Fully Cooked Original Bacon,106,12
3530,Children's Orange Cough Melts,11,11
3531,"Couscous, Original Plain",63,9
3532,Caramel Sea Salt Gelato,37,1
3533,Triple Berry Muffin Mix,105,13
3534,Comprehensive Immune Support,47,11
3535,Lemon Cayenne Agave Juice Beverage,31,7
3536,Ambar Lager Beer,27,5
3537,Print Big Roll Paper Towels,54,17
3538,Bay Area Blend Honey,29,13
3539,Chocolate Dark Chocolate Ice Cream Bars,37,1
3540,Sun-Dried Tomatoes Julienne Cut,81,15
3541,Nova Smoked Atlantic Salmon,15,12
3542,Nopalitos Tender Cactus,81,15
3543,Sriracha Roasted Broad Beans,107,19
3544,Quartered Marinated Artichoke Hearts,81,15
3545,Sun Dried Tomato Pesto,9,9
3546,Organic Spelt Flour,17,13
3547,Everyday Shea Passion Fruit Conditioner,22,11
3548,Organic Pink Peppercorn,104,13
3549,Magic Shell Caramel Flavored Topping,103,19
3550,Organic Diced Fire Roasted Tomatoes,81,15
3551,Organic Arrabbiata Pasta Sauce,9,9
3552,"Bologna, German Brand",96,20
3553,Kale Chicken Ceasar Bowl Non Gmo,100,21
3554,Sea Salt Organic Popcorn,23,19
3555,Pork Gravy Mix,5,13
3556,Organic Mellow Miso Brown Rice,66,6
3557,Parchment Lined 12.25 in x 8.25 in x 1.25 in Sheet Cake Pans,10,17
3558,Sparkling Diet Cranberry Juice,98,7
3559,Rebel IPA,27,5
3560,Crispy Strips,34,1
3561,Flat Fillets of Anchovies,95,15
3562,Cinnamon Applesauce,99,15
3563,Half Pumpkin Pie,8,3
3564,Jumbo Flaming Hot Cheetos,107,19
3565,Original Kids Age 3 Months and Up Tooth Gel with Xylitol,102,18
3566,All Natural Hemp Original Non Dairy Beverage,91,16
3567,Apple Mango Passion Fruit Fruit Snack,50,19
3568,"Quinoa Cluster, Almond",125,19
3569,Maximum Alcohol Free Medicated Acne Pads,73,11
3570,Real Sangria,134,5
3571,Coconut & Hibiscus Curl & Style Milk,22,11
3572,2-Step Vanilla Latte Single Serve Cups & Froth Packets Coffee,26,7
3573,Organic Green Sauerkraut,108,16
3574,TofuPlus Organic Extra Firm Tofu,14,20
3575,Fit Kitchen Bourbon Steak,38,1
3576,Cheddar Broccoli Soup Mix,69,15
3577,Dairy Whipped Topping,53,16
3578,Gentle Exfoliating Beauty Bar,127,11
3579,Home Style Beefless Tips,42,1
3580,Breaded Chicken Nuggets,38,1
3581,"Ultra Stain Release Liquid Laundry Detergent, 92 oz, 48 loads Laundry",75,17
3582,Organic Ground Chia Seed,117,19
3583,Unsweetened Coconut Milk Beverage,84,16
3584,Grilled Ocean Whitefish & Tuna Feast in Gravy Cat Food,41,8
3585,Exposed Pulp and Juice Original Aloe Vera + Honey,31,7
3586,Total Whitening Toothpaste,20,11
3587,Artisan Goat Cheese,21,16
3588,Organic Tortilla Style Soup,69,15
3589,Laundry Detergent Pods,75,17
3590,Real Medleys Summer Berry Oatmeal Cup,130,14
3591,Natural Orange Jel Dessert,105,13
3592,Triple Meat Party Pizza,79,1
3593,Double Zipper Gallon Storage Bags,85,17
3594,Milk Whole,84,16
3595,Queso Quesadilla Part Skim Milk Cheese,21,16
3596,Tender Favorites Poultry & Beef Variety Pack Wet Cat Food,41,8
3597,Champagne Flute,87,17
3598,Organic White Button Mushrooms,83,4
3599,Baked Aged White Cheddar Rice and Corn Puffs,23,19
3600,Dark Chocolate Frosting Mix,97,13
3601,Salsa Casera Mild,51,13
3602,Cherry Juice Infused Craisins,117,19
3603,Creamy Spinach Dip,51,13
3604,Loofah Dishwand,114,17
3605,Stain Remover Carpet Cleaner,114,17
3606,Red Velvet Cream Cheese Flavor Cookies,61,19
3607,Herb Seasoned Stuffing,4,9
3608,Brie & Raspberry Bake & Serve Fillo Rolls,129,1
3609,Turkey and Rice Baby Food,92,18
3610,Graziers Raw JalapeÃ±o Jack Cheese,2,16
3611,Dark Chocolate & Mint Morsels,17,13
3612,"Peperoncini, Golden Greek",110,13
3613,Medium Tex Mex Salsa,51,13
3614,Foldit 5 Grain Flax Flatbread,128,3
3615,Real Vegetable Chips Original,107,19
3616,Stove Top Stuffing Mix For Chicken,4,9
3617,Jacked Ranch Dipped Hot Wings Tortilla Chips,107,19
3618,Grilled Seafood Feast Variety Cat Food,41,8
3619,Nestle Toll House Premier White Chocolate Morsels,17,13
3620,Ground Jamaican Allspice,104,13
3621,Apple Butter Spread,88,13
3622,Cotes De Provence,6,2
3623,Frank's Red Hot Buffalo Ranch Dressing,89,13
3624,OTCâ„¢ Heartburn Capsules,70,11
3625,"Original, Hummus Chips",107,19
3626,Hickory Smoked Classic Cut Bacon,106,12
3627,Organic Baby Corn Pieces,81,15
3628,Gluten Free Paleo Fettuccine,38,1
3629,Febreze Freshness Meadow & Rain Fabric Softener,75,17
3630,Protein Granola Apple Crisp,57,14
3631,Organic Whole Milk French Vanilla Yogurt,120,16
3632,Kenwood Cabernet Sauvignon Sonoma Valley 750 Ml,28,5
3633,White Eggplant,83,4
3634,Krinkle Cut Classic Barbecue Potato Chips,107,19
3635,Advanced Therapy Lotion,127,11
3636,Wavy Original Potato Chips Party Size,100,21
3637,Mandarin Box,24,4
3638,Organic Original Panko,5,13
3639,Waterproof Tough Strips Adhesive Bandages,118,11
3640,Caesar Rules Dressing,89,13
3641,3rd Foods Pear Apple Berry,92,18
3642,flings! Original Laundry Detergent Pacs,75,17
3643,Hair Repair Conditioner,22,11
3644,Quart Size Mason Jars,10,17
3645,Creamed Spinach,116,1
3646,Eggo Breakfast Sandwich Bacon Egg Cheese,52,1
3647,Soft Dinner 6 Ct White Rolls,58,1
3648,Organic & Raw Grape Kombucha,27,5
3649,Roasted Red Pepper Hummus with Pretzels,67,20
3650,Calabrese Spicy Salami,96,20
3651,Dairy Pure Fresh Half & Half,53,16
3652,2nd Foods Sweet Potatoes & Corn,92,18
3653,Maximum Absorbency Underwear for Men L/XL,80,11
3654,Turkey Canine Cuisine Wet Dog Food,40,8
3655,Organic Energy Drink Ruby Red,64,7
3656,Premium Organic Quinoa,63,9
3657,Gluten Free Pizza Shell,38,1
3658,Chocolate With Fudge Low Fat Ice Cream Cones,37,1
3659,Natural Goodness Chicken 100% Fat Free RTS Broth,69,15
3660,Tostones Plantain Patties,116,1
3661,S'mores Luna Bar,3,19
3662,Smoked Shaved White Turkey,96,20
3663,Mango Coconut Chia Squeeze Vitality Snack,117,19
3664,Slim Can Lime Sparkling Natural Mineral Water,115,7
3665,Beef Feast in Roasted Beef Flavor Gravy Cat Food,41,8
3666,Fiesta Blend Vegetables,116,1
3667,Cold-Brew Vanilla Coffee,26,7
3668,Zero Calorie Lemonade Strawberry Lemonade,98,7
3669,Fresh Ground Chicken Breast,49,12
3670,Organic Aduki Bean Miso,66,6
3671,Moist & Meaty Burger with Cheddar Cheese Flavor Dog Food,40,8
3672,Gourmet Mango Mochi Sherbet Bonbons,37,1
3673,Cranberry Walnut Salad,123,4
3674,Expeller Pressed Refined Grapeseed Oil,19,13
3675,Soft & Strong Bathroom Tissue 2 Ply,54,17
3676,Regular Cream Cheese Spread,108,16
3677,Scratch Cover for Dark Woods Wood Furniture,114,17
3678,Old Fashioned Pretzel Rods,107,19
3679,"Olives, Hand Stuffed, Bleu Cheese",110,13
3680,Strawberry Flavored Syrup,29,13
3681,Coconut + Pink Guava Fruit Ice,37,1
3682,Organic Roasted Red Pepper & Tomato Soup,69,15
3683,Salad Love Pomegranate Balsamic Vinaigrette,89,13
3684,Gluten Free Ancient Grain Aged Cheddar Crisps,61,19
3685,Unsweet Lemon Lime Drink Mix,90,7
3686,Super Green Tea Lean Green for Weight Loss Dietary Supplement,100,21
3687,Organic Mini Cucumber,83,4
3688,Sea Veggies Seaweed Snack Sea Salt,50,19
3689,Beef Broth,69,15
3690,Fruitables Apple Harvest Fruits & Vegetables,98,7
3691,Nourishing Moisture Conditioner,22,11
3692,Michael Recchiuti Burnt Caramel Sauce,103,19
3693,Cheese Cracker Sandwiches,78,19
3694,Naproxen Sodium 220mg (NSAID) Pain Reliever/Fever Reducer,133,11
3695,Powdered Sushi Wasabi,66,6
3696,Original Baked Snack Crackers,78,19
3697,Spinach Hummus,67,20
3698,Petite Snack Crunchers Kosher Dill Pickles,110,13
3699,"Chard, Green, New England Grown",83,4
